date,final_skew,symbol
20161207,111.53639701313939,CLJ17
20161208,111.40158438462127,CLJ17
20161209,111.99562439563701,CLJ17
20161212,111.67779673365406,CLJ17
20161213,112.33676315594556,CLJ17
20161214,112.46371647964168,CLJ17
20161215,112.51468032733945,CLJ17
20161216,111.71951854179346,CLJ17
20161219,111.3690473335196,CLJ17
20161220,111.8863823801592,CLJ17
20161221,112.1268814353955,CLJ17
20161222,112.27789664392878,CLJ17
20161223,112.59943699039216,CLJ17
20161227,,CLJ17
20161228,112.10117076029144,CLJ17
20161229,112.62526111677577,CLJ17
20161230,112.74684107573403,CLJ17
20170103,111.24787769702705,CLJ17
20170104,112.04679898981912,CLJ17
20170105,112.46695767382815,CLJ17
20170106,113.17432191835043,CLJ17
20170109,112.27884139873402,CLJ17
20170110,112.36940567363908,CLJ17
20170111,112.12113010683882,CLJ17
20170112,113.22403642015398,CLJ17
20170113,112.42920111383393,CLJ17
20170117,112.58524461056261,CLJ17
20170118,112.55788939311071,CLJ17
20170119,112.46189177537717,CLJ17
20170120,112.58242542982026,CLJ17
20170123,112.1913725837507,CLJ17
20170124,111.6949562404827,CLJ17
20170125,111.5254832462349,CLJ17
20170126,111.51580723773151,CLJ17
20170127,110.63338649873327,CLJ17
20170130,111.82688937708863,CLJ17
20170131,111.44666013560087,CLJ17
20170201,111.08976503780758,CLJ17
20170202,110.81523856710245,CLJ17
20170203,110.64136687575834,CLJ17
20170206,110.16133070042206,CLJ17
20170207,110.19572885618923,CLJ17
20170208,109.10567569308765,CLJ17
20170209,108.99400271403788,CLJ17
20170210,109.79528100302883,CLJ17
20170213,110.10390519862602,CLJ17
20170214,109.89350009473677,CLJ17
20170215,109.39975787561374,CLJ17
20170216,109.32540561499982,CLJ17
20170217,109.64109400557086,CLJ17
20170221,108.69094831641405,CLJ17
20170222,109.98484167727618,CLJ17
20170223,109.05159928206426,CLJ17
20170224,108.87529816574575,CLJ17
20170227,109.8372389327789,CLJ17
20170228,110.43932477446535,CLJ17
20170301,112.15818390478864,CLJ17
20170302,114.00782031649568,CLJ17
20170303,117.55398938466668,CLJ17
20170106,110.70353710272266,CLK17
20170109,110.53406125610724,CLK17
20170110,110.03849209675458,CLK17
20170111,110.06209454760312,CLK17
20170112,110.58347767897047,CLK17
20170113,110.02185423558748,CLK17
20170117,110.3322180973433,CLK17
20170118,110.47546858422695,CLK17
20170119,110.70294747599367,CLK17
20170120,110.68798139778029,CLK17
20170123,110.35571495903223,CLK17
20170124,109.83094702683006,CLK17
20170125,109.9132489201353,CLK17
20170126,109.84526160804688,CLK17
20170127,109.41903982653884,CLK17
20170130,110.06857346338731,CLK17
20170131,109.7361222501479,CLK17
20170201,109.55993484375877,CLK17
20170202,109.21318884735336,CLK17
20170203,108.75940265348056,CLK17
20170206,108.33918069504954,CLK17
20170207,108.07130353105569,CLK17
20170208,107.42112172455859,CLK17
20170209,107.44498567445605,CLK17
20170210,107.64362112502492,CLK17
20170213,107.85907448120308,CLK17
20170214,107.33767310462483,CLK17
20170215,106.9432105270787,CLK17
20170216,106.60497592303243,CLK17
20170217,106.79759381000311,CLK17
20170221,106.72704344330478,CLK17
20170222,106.92315091436447,CLK17
20170223,106.7066598371785,CLK17
20170224,107.02738880919838,CLK17
20170227,107.0603146103201,CLK17
20170228,108.2564200227894,CLK17
20170301,108.27715459483883,CLK17
20170302,108.13063024384738,CLK17
20170303,110.17537537573598,CLK17
20170306,110.01838344279454,CLK17
20170307,108.67274679078054,CLK17
20170308,109.29757885242775,CLK17
20170309,109.57479650242801,CLK17
20170310,109.66066191202421,CLK17
20170313,108.6866283774207,CLK17
20170314,108.6914904418201,CLK17
20170315,107.18920561312709,CLK17
20170316,106.72986962157677,CLK17
20170317,108.35301103062598,CLK17
20170320,109.39813596540058,CLK17
20170321,111.6982648829336,CLK17
20170322,108.82484029715964,CLK17
20170323,108.46450521156243,CLK17
20170324,107.11579370815946,CLK17
20170327,107.89179774811954,CLK17
20170328,106.62834873799233,CLK17
20170329,105.67487531750254,CLK17
20170330,104.75605429506253,CLK17
20170331,106.35504734135779,CLK17
20170403,107.16506178560965,CLK17
20170404,107.80578526363736,CLK17
20170405,106.75981089790257,CLK17
20170406,109.61935460360594,CLK17
20170206,108.28961658642265,CLM17
20170207,108.08355233303314,CLM17
20170208,107.45482485900058,CLM17
20170209,107.54517848387226,CLM17
20170210,107.17279678884611,CLM17
20170213,107.0620912716883,CLM17
20170214,106.69596399038792,CLM17
20170215,106.25588769990044,CLM17
20170216,106.29294510973193,CLM17
20170217,106.18503472248605,CLM17
20170221,106.32573258900264,CLM17
20170222,106.33638804117315,CLM17
20170223,105.97778270488948,CLM17
20170224,105.95714840111819,CLM17
20170227,105.99754047708366,CLM17
20170228,106.5607781122707,CLM17
20170301,106.41914689110531,CLM17
20170302,106.46946400301653,CLM17
20170303,107.91822498423824,CLM17
20170306,107.81384098793703,CLM17
20170307,106.96365028698585,CLM17
20170308,107.45321298568399,CLM17
20170309,107.62470299623715,CLM17
20170310,107.63348794177205,CLM17
20170313,107.10984450568024,CLM17
20170314,106.73312071370408,CLM17
20170315,105.8730423813171,CLM17
20170316,105.95811874760653,CLM17
20170317,106.20304176552203,CLM17
20170320,106.56010730213332,CLM17
20170321,107.328578011739,CLM17
20170322,107.44069473558906,CLM17
20170323,106.81063325393603,CLM17
20170324,106.42396692291297,CLM17
20170327,105.74041619189748,CLM17
20170328,105.3461402367731,CLM17
20170329,104.47691406031281,CLM17
20170330,104.49393032485268,CLM17
20170331,104.88491361928872,CLM17
20170403,105.63919657556292,CLM17
20170404,105.90376674156086,CLM17
20170405,105.43850443098354,CLM17
20170406,106.26048287346389,CLM17
20170407,105.00748143413934,CLM17
20170410,105.73139362337453,CLM17
20170411,106.7835145060967,CLM17
20170412,108.17278258966488,CLM17
20170413,108.51958870650246,CLM17
20170417,,CLM17
20170418,107.15262507770147,CLM17
20170419,108.19233404925524,CLM17
20170420,104.97831208672498,CLM17
20170421,108.87210902085002,CLM17
20170424,104.35911111158339,CLM17
20170425,102.66355266704977,CLM17
20170426,103.00102285370488,CLM17
20170427,103.20148908747649,CLM17
20170428,102.46317999981504,CLM17
20170501,103.74577181688777,CLM17
20170502,101.96287109419772,CLM17
20170503,100.11014249262409,CLM17
20170504,102.47949391135774,CLM17
20170505,97.8411224310324,CLM17
20170306,108.96865835750779,CLN17
20170307,108.2948885501678,CLN17
20170308,108.78615188743964,CLN17
20170309,109.00228197253514,CLN17
20170310,110.14074897000594,CLN17
20170313,109.626335631055,CLN17
20170314,109.31562841666918,CLN17
20170315,107.85565886789337,CLN17
20170316,107.87429802959163,CLN17
20170317,107.90644695889264,CLN17
20170320,108.63959220764539,CLN17
20170321,108.87337385760036,CLN17
20170322,108.76600042577245,CLN17
20170323,108.40370137153761,CLN17
20170324,108.2430914813029,CLN17
20170327,108.01340805549162,CLN17
20170328,107.74210374479188,CLN17
20170329,107.35392482295424,CLN17
20170330,107.41677750009245,CLN17
20170331,107.80215391846167,CLN17
20170403,108.55744757961887,CLN17
20170404,108.60329612463309,CLN17
20170405,108.26924064326043,CLN17
20170406,108.37600690946911,CLN17
20170407,107.64391563420037,CLN17
20170410,108.24553228341138,CLN17
20170411,108.525874248695,CLN17
20170412,109.27583658303288,CLN17
20170413,109.82453114941414,CLN17
20170417,,CLN17
20170418,109.74748456189299,CLN17
20170419,108.85711558910832,CLN17
20170420,108.58407403211196,CLN17
20170421,108.51891181765492,CLN17
20170424,107.55852314545587,CLN17
20170425,106.33946059712957,CLN17
20170426,106.4826375926476,CLN17
20170427,106.384130781691,CLN17
20170428,106.56303214509133,CLN17
20170501,106.36365973131512,CLN17
20170502,106.32451459963241,CLN17
20170503,106.09771329851439,CLN17
20170504,105.61268924745372,CLN17
20170505,105.7098683027929,CLN17
20170508,105.73070850585557,CLN17
20170509,105.19654582397244,CLN17
20170510,104.23531778158213,CLN17
20170511,104.48835029909367,CLN17
20170512,104.7615079503957,CLN17
20170515,105.67063852984718,CLN17
20170516,105.76853706574406,CLN17
20170517,106.10153713436662,CLN17
20170518,106.54259460163844,CLN17
20170519,107.14200626875473,CLN17
20170522,109.27842703282874,CLN17
20170523,109.65529937247565,CLN17
20170524,108.53969973244409,CLN17
20170525,108.34622690891925,CLN17
20170526,109.03183185632788,CLN17
20170530,109.96842733136855,CLN17
20170531,109.2507125436408,CLN17
20170601,108.79172068053475,CLN17
20170602,107.51821011094253,CLN17
20170407,107.11447325944653,CLQ17
20170410,107.97511820802207,CLQ17
20170411,108.45048542386985,CLQ17
20170412,108.5622217500984,CLQ17
20170413,108.57584639859088,CLQ17
20170417,,CLQ17
20170418,108.45946245268792,CLQ17
20170419,107.53595686359095,CLQ17
20170420,107.66972475785843,CLQ17
20170421,107.00341085636987,CLQ17
20170424,106.39917743476937,CLQ17
20170425,105.73097489775976,CLQ17
20170426,105.88125296374426,CLQ17
20170427,105.77053603281183,CLQ17
20170428,105.67951212450608,CLQ17
20170501,105.66543737504539,CLQ17
20170502,105.20179335647597,CLQ17
20170503,105.06941479575484,CLQ17
20170504,104.46141311912041,CLQ17
20170505,104.76133943640923,CLQ17
20170508,104.65534961918067,CLQ17
20170509,104.5416201397096,CLQ17
20170510,104.03116078594613,CLQ17
20170511,104.38544167423096,CLQ17
20170512,104.79360124577633,CLQ17
20170515,106.27917400308738,CLQ17
20170516,106.47852844689926,CLQ17
20170517,106.6087793258771,CLQ17
20170518,106.4835179675736,CLQ17
20170519,106.66621259450541,CLQ17
20170522,107.58664538364603,CLQ17
20170523,107.89885525507982,CLQ17
20170524,107.41879557777757,CLQ17
20170525,106.80055357122643,CLQ17
20170526,107.42524622063463,CLQ17
20170530,107.49242176915133,CLQ17
20170531,107.02599845764931,CLQ17
20170601,106.85850699793932,CLQ17
20170602,105.77023207889778,CLQ17
20170605,105.26371437505561,CLQ17
20170606,104.43287317213554,CLQ17
20170607,104.73760784263067,CLQ17
20170608,103.77374757558377,CLQ17
20170609,103.68268182081867,CLQ17
20170612,104.16817528643848,CLQ17
20170613,103.51211506903903,CLQ17
20170614,103.90185899808044,CLQ17
20170615,103.31967580024691,CLQ17
20170616,104.3780328095452,CLQ17
20170619,103.2470387019455,CLQ17
20170620,104.36157705438694,CLQ17
20170621,104.32915419829466,CLQ17
20170622,104.98696152737278,CLQ17
20170623,104.4587605822187,CLQ17
20170626,103.44876088611124,CLQ17
20170627,102.33514226842836,CLQ17
20170628,102.79782359494286,CLQ17
20170629,102.35717319057011,CLQ17
20170630,102.33191191743092,CLQ17
20170703,102.98138246353369,CLQ17
20170705,105.34313066959163,CLQ17
20170706,104.039265450992,CLQ17
20170508,104.17074616156832,CLU17
20170509,104.21958039517824,CLU17
20170510,104.07545348621719,CLU17
20170511,104.24903578755297,CLU17
20170512,104.75165699476759,CLU17
20170515,105.90739804872393,CLU17
20170516,105.63132597089381,CLU17
20170517,105.79212970785163,CLU17
20170518,106.00432629103453,CLU17
20170519,106.40565028689208,CLU17
20170522,106.77309049762925,CLU17
20170523,107.0693615842396,CLU17
20170524,107.24963343350245,CLU17
20170525,106.86333267543901,CLU17
20170526,106.9269961758945,CLU17
20170530,106.64819061145583,CLU17
20170531,106.42528985801309,CLU17
20170601,106.34868496253627,CLU17
20170602,105.71601399419242,CLU17
20170605,105.14878246017909,CLU17
20170606,104.75322197496405,CLU17
20170607,104.24563677011564,CLU17
20170608,103.84296553460179,CLU17
20170609,103.35247287551591,CLU17
20170612,103.69255593986834,CLU17
20170613,103.18162348284724,CLU17
20170614,103.58377925240742,CLU17
20170615,102.96353301221798,CLU17
20170616,103.14987106982599,CLU17
20170619,102.1333179256532,CLU17
20170620,102.53390821496887,CLU17
20170621,102.63539092254933,CLU17
20170622,103.28789341458408,CLU17
20170623,103.15728888964206,CLU17
20170626,102.60308785049219,CLU17
20170627,102.2689336512996,CLU17
20170628,101.94556119764233,CLU17
20170629,101.78068288398111,CLU17
20170630,101.41089332400344,CLU17
20170703,101.90296970528259,CLU17
20170705,103.82333431956381,CLU17
20170706,103.81509385138965,CLU17
20170707,104.70815737320453,CLU17
20170710,105.60483394636462,CLU17
20170711,104.9233568828951,CLU17
20170712,105.04363616009974,CLU17
20170713,104.85825986558287,CLU17
20170714,104.01965854645553,CLU17
20170717,102.6147066490295,CLU17
20170718,101.7070451902214,CLU17
20170719,100.99357177197659,CLU17
20170720,99.67692260098936,CLU17
20170721,100.01885027321478,CLU17
20170724,101.3610983426249,CLU17
20170725,100.66161355420215,CLU17
20170726,100.34201314825053,CLU17
20170727,100.4501838270399,CLU17
20170728,100.74133446290854,CLU17
20170731,100.84183827481596,CLU17
20170801,101.95093602023572,CLU17
20170802,103.2913330346817,CLU17
20170803,101.77894507199069,CLU17
20170804,101.2930030085639,CLU17
20170606,106.54233530958301,CLV17
20170607,106.67206383768259,CLV17
20170608,106.47394007344285,CLV17
20170609,106.01432133168963,CLV17
20170612,106.07025271914813,CLV17
20170613,105.51438299374838,CLV17
20170614,106.044391863478,CLV17
20170615,105.9040019798206,CLV17
20170616,106.01112032824989,CLV17
20170619,105.1063310033844,CLV17
20170620,105.14662174515351,CLV17
20170621,105.12696863480825,CLV17
20170622,105.80794130712961,CLV17
20170623,105.65550090704319,CLV17
20170626,105.4919746856205,CLV17
20170627,105.31786852714404,CLV17
20170628,105.27148579158197,CLV17
20170629,105.04298065814791,CLV17
20170630,105.02500204839903,CLV17
20170703,105.32198004068673,CLV17
20170705,107.07863267121796,CLV17
20170706,106.93166217218348,CLV17
20170707,107.3225979533536,CLV17
20170710,107.96669877337096,CLV17
20170711,107.60960934811843,CLV17
20170712,106.93271624116467,CLV17
20170713,106.65477791287206,CLV17
20170714,106.36047297963583,CLV17
20170717,106.23201621732142,CLV17
20170718,105.74610414008438,CLV17
20170719,105.71125506199083,CLV17
20170720,105.38188287152816,CLV17
20170721,105.56299299677566,CLV17
20170724,106.61953597020165,CLV17
20170725,105.64878682406942,CLV17
20170726,104.54954252768017,CLV17
20170727,104.43687536605707,CLV17
20170728,103.95228999575247,CLV17
20170731,104.04372347681114,CLV17
20170801,104.5041873583072,CLV17
20170802,104.91518369186396,CLV17
20170803,104.5558171718868,CLV17
20170804,104.91564381515268,CLV17
20170807,105.19251618888848,CLV17
20170808,105.29672488997171,CLV17
20170809,106.03303085974292,CLV17
20170810,104.12150762106282,CLV17
20170811,105.26581192188068,CLV17
20170814,104.82021315391778,CLV17
20170815,104.7276653885686,CLV17
20170816,103.95866988735759,CLV17
20170817,105.58481565543353,CLV17
20170818,103.65208430804805,CLV17
20170821,102.83836619198838,CLV17
20170822,103.79518683921631,CLV17
20170823,104.7816508403312,CLV17
20170824,106.14583562243149,CLV17
20170825,105.03972767259873,CLV17
20170828,106.14589924025839,CLV17
20170829,109.60349150486503,CLV17
20170830,108.95222582531639,CLV17
20170831,109.61106747574783,CLV17
20170901,110.60983074479158,CLV17
20170710,106.72668923838428,CLX17
20170711,106.58037863095213,CLX17
20170712,106.05710131815252,CLX17
20170713,105.86767223742957,CLX17
20170714,105.46344544579915,CLX17
20170717,105.18974298437033,CLX17
20170718,104.74044401659262,CLX17
20170719,105.03529964214438,CLX17
20170720,104.61738755641034,CLX17
20170721,104.81475551731896,CLX17
20170724,105.67576749910083,CLX17
20170725,105.2492451403542,CLX17
20170726,104.74758177101407,CLX17
20170727,104.86426793050904,CLX17
20170728,104.7310935664056,CLX17
20170731,105.11050200036226,CLX17
20170801,105.37708716548086,CLX17
20170802,105.40858979255529,CLX17
20170803,105.13301715388415,CLX17
20170804,105.62310939434633,CLX17
20170807,105.32270485465381,CLX17
20170808,105.368746066974,CLX17
20170809,105.79008754023943,CLX17
20170810,104.7995843604456,CLX17
20170811,105.56982086913366,CLX17
20170814,105.42586104143291,CLX17
20170815,105.06746799912413,CLX17
20170816,104.55980577068006,CLX17
20170817,105.00330959892162,CLX17
20170818,104.26309023592339,CLX17
20170821,103.55886000486912,CLX17
20170822,103.34797093620324,CLX17
20170823,103.61413256522634,CLX17
20170824,103.95277244240056,CLX17
20170825,103.53434618690203,CLX17
20170828,103.65710623504657,CLX17
20170829,104.5834773244772,CLX17
20170830,103.7173940175774,CLX17
20170831,104.63103027303684,CLX17
20170901,104.96420641139517,CLX17
20170905,103.60670072221426,CLX17
20170906,103.6737778010752,CLX17
20170907,103.73401814443413,CLX17
20170908,104.02637845758477,CLX17
20170911,103.71058653589694,CLX17
20170912,103.88193064843217,CLX17
20170913,105.20135947855795,CLX17
20170914,106.48948775964531,CLX17
20170915,107.09243819546253,CLX17
20170918,105.16509832058676,CLX17
20170919,105.12487335259908,CLX17
20170920,104.8494432714692,CLX17
20170921,105.73406486628363,CLX17
20170922,105.45046006921567,CLX17
20170925,104.07806772536692,CLX17
20170926,103.95588594424272,CLX17
20170927,104.67270601343596,CLX17
20170928,105.89560050802096,CLX17
20170929,106.37122735019932,CLX17
20171002,107.23633608500312,CLX17
20171003,106.93775030769,CLX17
20171004,106.68496494659921,CLX17
20171005,106.36509918090022,CLX17
20171006,106.24662502811839,CLX17
20170807,105.75138189034482,CLZ17
20170808,105.73900230823865,CLZ17
20170809,106.33532954990658,CLZ17
20170810,105.67603147084618,CLZ17
20170811,106.01784576151121,CLZ17
20170814,105.93937611941966,CLZ17
20170815,105.58207478242066,CLZ17
20170816,104.91216421832281,CLZ17
20170817,105.31648890279749,CLZ17
20170818,104.62455548354897,CLZ17
20170821,104.24719172654393,CLZ17
20170822,103.75167942996158,CLZ17
20170823,104.26911159094611,CLZ17
20170824,104.18317947185214,CLZ17
20170825,104.1479804053105,CLZ17
20170828,103.4728717512244,CLZ17
20170829,103.84939188689039,CLZ17
20170830,103.08395984217115,CLZ17
20170831,103.78052240885845,CLZ17
20170901,104.04426613199689,CLZ17
20170905,103.81166523032543,CLZ17
20170906,103.77919260359391,CLZ17
20170907,103.82845930843742,CLZ17
20170908,103.342433600064,CLZ17
20170911,103.28433764507213,CLZ17
20170912,103.59822032473937,CLZ17
20170913,104.7987052440019,CLZ17
20170914,105.450831722539,CLZ17
20170915,105.77225714728732,CLZ17
20170918,104.93794213994123,CLZ17
20170919,104.92921298549537,CLZ17
20170920,104.51132646879063,CLZ17
20170921,105.32406285127489,CLZ17
20170922,105.33487185287879,CLZ17
20170925,104.94727550982908,CLZ17
20170926,105.03963616809905,CLZ17
20170927,106.34240961496299,CLZ17
20170928,106.92368240747953,CLZ17
20170929,106.83757164100969,CLZ17
20171002,106.6802140806567,CLZ17
20171003,106.57505916187002,CLZ17
20171004,106.17958328585668,CLZ17
20171005,106.08734658600456,CLZ17
20171006,105.28720390758495,CLZ17
20171009,105.41965382526392,CLZ17
20171010,104.99781634040635,CLZ17
20171011,104.76182576779074,CLZ17
20171012,104.67061032151618,CLZ17
20171013,104.01590861090872,CLZ17
20171016,103.55909438762012,CLZ17
20171017,103.10399431099312,CLZ17
20171018,103.99064068197238,CLZ17
20171019,104.76679088956364,CLZ17
20171020,104.57573205354542,CLZ17
20171023,103.76619039507986,CLZ17
20171024,102.14818240716545,CLZ17
20171025,102.96406706819943,CLZ17
20171026,103.31632607297998,CLZ17
20171030,102.22599506331652,CLZ17
20171031,102.53878307209992,CLZ17
20171101,104.56073552485262,CLZ17
20171102,102.54639579317234,CLZ17
20171103,100.84718891062573,CLZ17
20170905,106.24759033937387,CLF18
20170906,106.29586023971873,CLF18
20170907,106.42894552295654,CLF18
20170908,106.62402397606797,CLF18
20170911,106.35038656893707,CLF18
20170912,106.32165881798338,CLF18
20170913,106.732255506441,CLF18
20170914,107.04430311133711,CLF18
20170915,107.52528202570615,CLF18
20170918,106.69416591108745,CLF18
20170919,106.92298870067964,CLF18
20170920,106.47602915735393,CLF18
20170921,107.07244917466262,CLF18
20170922,106.80532796519755,CLF18
20170925,106.31790038017009,CLF18
20170926,106.65450089792762,CLF18
20170927,107.3151580888087,CLF18
20170928,107.92393824086332,CLF18
20170929,107.82110870652798,CLF18
20171002,107.85492287105285,CLF18
20171003,107.78530906071447,CLF18
20171004,107.96998012384701,CLF18
20171005,108.13721368399726,CLF18
20171006,107.37674068066336,CLF18
20171009,107.33879582721416,CLF18
20171010,106.81592195316617,CLF18
20171011,106.77637539823813,CLF18
20171012,107.38643396931673,CLF18
20171013,106.71193699981825,CLF18
20171016,107.28850108624465,CLF18
20171017,106.37584728941836,CLF18
20171018,106.87765842403233,CLF18
20171019,107.61770839467893,CLF18
20171020,107.38536851816146,CLF18
20171023,106.85571530717725,CLF18
20171024,107.19438648918215,CLF18
20171025,107.61401179715651,CLF18
20171026,107.7543390232429,CLF18
20171030,107.45125135075968,CLF18
20171031,107.75019641973896,CLF18
20171101,107.7478938690558,CLF18
20171102,107.03106247802022,CLF18
20171103,106.16423412118661,CLF18
20171106,103.71873403278762,CLF18
20171107,104.41303351717295,CLF18
20171108,104.66265020899087,CLF18
20171109,103.1556891317762,CLF18
20171110,101.76023468045577,CLF18
20171113,102.20511588423037,CLF18
20171114,104.88068763218726,CLF18
20171115,106.22758282952108,CLF18
20171116,106.27810191382285,CLF18
20171117,105.43269331506502,CLF18
20171120,107.91155834952993,CLF18
20171121,107.73002693728935,CLF18
20171122,103.8838412010585,CLF18
20171124,102.51730171955593,CLF18
20171127,105.98854607654036,CLF18
20171128,106.24731443754374,CLF18
20171129,106.42358012895151,CLF18
20171130,104.34883216550233,CLF18
20171201,103.87595446656499,CLF18
